740,6923,141109
804,7439,160107
635,5930,118752
747,7137,142304
860,7053,132822
768,7082,132553
820,7541,159009
677,6514,142444
800,7257,140701
712,6882,143223
661,6219,149566
591,5777,128336
728,7016,153376
607,5797,142497
753,6577,132031
744,6978,156824
542,4968,103512
767,7289,170512
749,7112,144082
715,6829,141987
922,8798,173896
955,9057,174213
758,7269,163782
653,6298,144412
709,6959,150134
914,8296,178797
837,7399,145128
772,7285,156330
678,6652,142786
772,7406,156105
920,8305,155488
825,8053,152844
618,6029,126967
793,7747,150698
1009,9149,173267
778,7248,153960
741,6829,137365
793,7250,165423
777,6762,144997
616,5850,111752
797,7855,166678
589,5656,125865
782,7066,143654
621,6095,125160
669,6411,128048
853,7762,146048
724,7124,142037
714,6812,135280
732,6704,151505
840,7206,147781
857,8012,173017
822,7982,168115
864,8134,169413
700,6730,145002
696,6635,132408
795,7402,144030
722,6610,150147
780,7393,145379
657,6437,150123
740,7070,150137
815,7380,145114
556,5355,104169
858,8281,155350
843,8102,172503
779,7185,134330
617,5790,107690
692,6754,124975
709,6687,146082
692,6300,141282
624,6005,140676
588,5527,122100
710,7003,150878
866,8251,166405
775,7561,157582
763,7099,144537
735,6736,144381
806,7888,143059
781,7360,156212
814,7439,147110
719,6464,123854
821,7812,136858
777,7321,133877
684,6466,144062
779,7391,159535
707,6888,148477
817,7887,166282
807,7684,140152
630,6017,136547
950,8364,153462
666,6451,144394
606,5766,135913
662,6422,133192
897,8061,164745
859,7833,167420
703,6494,141995
635,6193,134667
730,6544,124418
676,6327,115503
744,6809,145008
1013,9034,164884
779,7652,160866
765,7183,151871
870,8137,153037
812,7527,165514
733,7059,147125
571,5522,116548
807,7600,158153
795,6928,145781
824,7613,157488
869,7016,130170
913,8127,167752
562,5263,111513
930,8864,174603
851,7483,142613
610,5943,128231
721,6980,151618
843,7966,168781
730,6892,130570
626,5879,133513
788,6970,156619
647,6243,133190
733,6893,149129
532,5146,117664
690,6405,135396
697,6236,139042
518,4927,93911
647,6176,119773
897,8165,150775
817,7457,164426
694,6559,138517
807,7672,161045
793,7189,138729
664,6578,149811
752,7375,149796
798,6971,123994
954,8800,172156
702,6344,133757
831,7987,168565
720,7036,164587
700,6016,116703
705,6465,122538
694,6660,137082
759,7352,151477
883,8542,162998
690,6436,147387
660,6082,133609
742,6605,135061
779,6682,132490
784,7575,162158
905,8664,151426
839,7887,165037
842,8196,176678
736,7107,160506
578,5592,112444
981,8948,166786
836,7978,162626
659,6364,151417
787,7300,151640
757,6734,135825
815,7597,155594
802,7746,150543
765,7281,135767
674,6574,138572
705,6561,137873
751,6993,136969
861,7964,160294
891,8068,157311
695,6617,118526
739,7184,159955
723,6681,150217
916,7957,152554
804,7429,170736
921,9022,191592
900,8877,177698
608,5899,123329
926,8540,172884
789,7290,149699
732,6640,133716
876,8252,172496
885,7587,150306
854,7759,142520
832,8030,161444
635,6172,123547
709,6781,145575
847,7151,135340
598,5771,118830
824,7823,145354
485,4576,101769
781,7466,151449
746,7008,158212
1260,9361,176449
447,4096,90747
862,8246,140151
818,7772,163141
730,6859,147551
852,8044,162088
943,8729,167933
878,8472,163307
827,7942,154694
937,9025,190026
688,6451,132485
706,6959,133152
763,7146,134721
841,7669,128734
613,5574,123376
899,8252,156843
776,7333,153993
844,8026,165902
674,6450,143892
675,6166,135223
964,8925,167688
686,6543,126046
828,8006,165911
600,5725,122936
666,5919,116891
604,5912,138745
786,7296,146751
901,8250,159519
737,7078,143753
894,7699,162891
744,7044,147774
702,6659,144516
837,7974,162715
864,7803,159881
816,7851,176882
672,6631,138072
797,7418,152419
881,8400,161442
772,7563,161099
750,7359,160179
767,7443,159574
899,8274,159470
763,7351,158036
734,6761,129722
892,7903,150242
946,8615,147408
878,8532,173987
894,7493,151565
669,6268,135116
674,5925,128488
788,6862,148478
788,7393,130222
650,6344,129060
836,7904,171192
659,6356,141644
668,6191,145297
852,8226,166174
925,8520,172445
728,6561,136516
869,8010,155853
386,3783,91506
496,4801,106658
670,6413,133611
725,6975,148587
537,5170,112143
825,7521,149847
793,7776,175306
756,7230,159477
576,5581,105746
1292,10228,163296
533,5291,111385
583,5736,125395
581,5637,130405
780,7436,169371
413,4108,95755
592,5638,124838
417,4164,106679
596,5647,118799
724,7094,156812
716,6610,119038
789,7377,156935
559,5437,118272
743,6751,148416
585,5658,112635
654,6503,141814
722,7150,138716
746,7042,137625
592,5616,115456
840,7902,163108
629,6106,114807
638,6111,138315
716,6849,144641
603,5748,110875
638,6181,117741
813,7871,158728
876,8273,172034
596,5528,129851
770,7259,156195
690,6422,143703
729,6856,125782
683,6082,113339
702,6683,140237
627,5932,134651
865,8050,168904
546,5314,110842
675,6652,158711
668,6526,150091
742,7034,146849
583,5674,107604
703,6971,121551
885,8493,176714
867,8251,175849
859,7854,161908
708,6881,151944
595,5818,117263
715,6677,161467
849,8137,181523
695,6644,146906
604,5720,129246
712,6782,133960
784,7164,148768
681,6541,129581
731,6676,138923
844,7875,160609
682,6276,131407
658,6302,128861
651,6161,119405
587,5708,119103
728,6919,134541
995,7942,142062
744,6962,135294
849,8356,157829
680,6529,139442
687,6049,119672
566,5589,127082
718,6821,132679
922,8725,172673
704,6541,135989
759,6980,152297
810,7641,139512
640,6240,117698
829,8055,161064
695,6528,143625
676,6452,134942
866,8185,174861
855,7762,162369
634,6241,132062
585,5752,139488
874,8579,170207
895,8332,176966
769,7376,138870
836,7819,154128
776,7084,152298
847,7624,154066
859,8002,170979
846,8229,159231
692,6510,124739
928,8215,150902
724,6631,145820
589,5713,136852
686,6575,136742
768,7033,152114
881,8020,171064
741,7239,158836
626,6093,146283
568,5475,113402
655,6391,128073
721,6978,148479
941,8770,189538
584,5740,130741
577,5588,124247
800,7716,172348
823,8093,153090
658,6474,145629
735,6875,138638
710,6745,150493
856,8071,182897
709,6986,150632
683,6378,140872
781,7190,151144
561,5424,125659
781,7526,166580
614,6073,133046
883,8177,161524
962,8248,146121
636,5914,121149
583,5691,135373
1071,9732,166276
661,6192,126131
334,3340,94707
661,6464,135351
804,7642,155624
741,7189,150945
876,8485,176719
628,6098,145047
703,6234,130280
607,5804,113688
843,7393,159621
723,6772,137667
820,7347,154422
972,8079,159093
701,6804,143722
775,7224,149653
790,7234,147163
701,6666,115396
892,8033,150705
600,5314,115758
744,6887,138405
875,8529,174403
618,5878,113852
719,6842,128758
688,6599,143223
700,6669,139586
798,7718,166680
754,6963,146980
930,8650,161861
766,7396,140486
857,8072,136605
586,5538,115700
758,7293,154850
607,5886,120688
645,6248,131246
569,5503,118177
655,6079,128060
694,6740,155171
852,8170,179208
663,6497,127484
786,7783,170099
765,7504,150123
558,5451,117616
806,7706,157222
609,5729,117380
670,6518,143743
778,7574,162781
750,6978,154235
843,7985,177059
692,6541,138236
797,6718,140516
623,5898,121122
780,7488,144036
584,5729,111074
873,8528,164575
846,7887,158590
714,7020,156676
624,6050,122213
731,7007,131322
880,7865,159435
818,7912,155120
616,5950,127511
853,8189,172282
622,5934,136521
445,4385,95437
753,7102,137769
614,6082,149361
631,6079,129534
646,6428,143537
716,6891,142858
686,6658,154858
753,6982,168162
786,7078,147606
833,7991,171362
846,7866,181027
681,6396,119261
703,6918,136057
862,8351,179234
811,7604,149788
676,6490,128796
735,7086,143536
679,6386,140472
481,4691,101624
829,8043,162371
923,8888,160172
937,9028,167583
582,5539,122828
798,7783,179045
533,5184,113846
521,5054,110563
774,7146,137879
881,8525,163647
655,5905,108346
763,7442,152492
659,6106,138859
776,7249,151161
756,6956,138630
684,6599,127788
605,5830,136210
782,7184,145542
659,6461,135593
890,7884,157053
797,7769,149883
904,8533,172856
965,9267,201445
829,7824,163100
752,7097,145236
725,6663,153338
793,7823,157642
528,5090,115713
650,6388,148389
668,6181,123351
473,4587,101866
759,7286,128619
610,5514,105896
676,6635,152222
691,6600,147020
539,5193,94342
674,6352,137393
716,6575,129355
792,7111,141083
657,6473,146138
643,6237,134672
811,7753,169345
673,6285,126919
575,5572,129699
478,4644,102291
738,6469,134238
882,7350,134603
632,6187,146477
939,8555,170217
901,8451,188422
1050,8565,157750
450,4374,102887
561,5175,111703
818,7645,161686
473,4710,109549
691,6415,145070
898,8373,155731
656,6088,131665
789,7450,143268
641,6268,138611
794,6925,146055
618,5895,136776
617,5916,129195
682,6570,141043
660,6385,151682
645,6323,142984
608,6080,120002
776,7214,136427
726,6987,147347
727,6842,157521
805,7639,149066
782,7264,151778
614,5959,122382
901,7272,139997
657,6219,131652
575,5557,126716
881,8489,179758
719,6895,138426
885,8203,170596
767,7510,148616
664,6237,125134
849,7260,149024
631,5852,125083
640,6113,121313
852,8405,185758
671,6174,141744
707,6915,131563
645,6227,137248
780,7372,163636
654,6392,143905
719,6953,157336
792,7241,138760
822,7256,130469
671,6293,119135
731,7093,153379
818,7732,158439
677,6607,145087
662,6281,132147
574,5604,122911
689,6769,147141
838,7924,158473
743,6732,148112
603,5696,124547
762,7208,142984
785,6381,121104
687,6314,133989
812,7749,159862
733,6514,130283
883,8421,185819
611,5534,110628
826,7803,168570
544,5431,142380
754,6887,141530
676,6455,125609
679,6319,125248
825,7395,155417
908,8322,152079
555,5220,118800
791,7433,148877
504,4733,95227
699,6236,125070
637,5841,120699
788,7351,169068
763,6729,146827
896,7982,161014
729,7157,160835
433,4155,93295
565,5273,96642
868,7883,164123
859,7343,153067
716,6461,136059
840,8171,165575
734,7145,154378
721,6912,151773
726,6856,142871
680,6208,130989
624,5943,127200
906,8021,156748
623,5888,125321
860,8386,178124
773,7424,158154
769,7082,124799
779,7090,133213
787,7682,158275
780,7469,147958
742,7210,168525
759,7350,163995
694,6861,155465
621,6074,121280
610,5891,121898
680,6189,123573
856,7758,167546
638,5997,132703
697,6864,158932
898,8580,182386
776,7412,157109
978,9337,170594
748,7094,149531
516,5136,104863
546,5371,111644
667,6475,143849
778,7449,162254
651,6195,124393
631,6042,144438
711,6863,146867
566,5077,106119
771,6636,134459
708,6993,132718
667,6436,117579
800,7674,150054
366,3660,89191
701,6871,131006
706,6706,156946
810,7745,169862
994,9566,193823
679,6624,151515
782,7494,159150
587,5820,124282
603,5845,127892
919,8520,153664
818,7755,165663
777,7507,159498
682,6344,123383
984,8680,145337
880,8393,174807
744,7085,154020
649,6350,145401
701,6092,135152
699,6529,147179
629,6219,126525
637,6120,119806
846,7633,161150
822,7981,165889
491,4689,105997
645,6016,147223
844,7512,163469
729,6955,146723
846,7849,156069
922,9012,183095
849,7705,157243
535,5246,113529
726,6422,135433
465,4290,90399
637,6310,143872
589,5830,131819
758,7190,142204
747,6872,143319
770,7123,133686
647,6253,135117
900,8371,149707
609,5911,109340
811,7871,157915
605,5869,132312
718,6777,143546
821,8039,181867
736,6980,144197
685,6515,151095
808,7841,164276
604,5878,129476
426,4242,98584
764,7399,160664
774,7203,146076
654,6276,147523
766,7165,156061
681,6434,134448
889,8711,182587
924,8825,189863
800,7577,145115
